IPProto,SrcIP,SrcPort,DstIp,DstPort,UID,App,PackageName,Proto,Status,Info,BytesSent,BytesRcvd,PktsSent,PktsRcvd,FirstSeen,LastSeen
17,10.215.173.1,7100,181.178.90.116,7102,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,195,234,5,6,2026-09-15T17:56:05.814-06:00,2026-09-15T17:56:29.293-06:00
17,10.215.173.1,7100,209.91.201.164,7102,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,156,195,4,5,2026-09-15T17:56:05.815-06:00,2026-09-15T17:56:28.987-06:00
17,10.215.173.1,7100,181.65.66.176,7103,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:05.817-06:00,2026-09-15T17:56:05.817-06:00
17,10.215.173.1,7100,190.217.19.180,7102,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:05.818-06:00,2026-09-15T17:56:05.818-06:00
6,10.215.173.1,37072,13.226.204.7,80,10265,Movie,com.movievn.cinevi,HTTP,Cerrado,movievn.j5t2n.com,10230,2441403,250,428,2026-09-15T17:56:08.193-06:00,2026-09-15T17:56:09.526-06:00
17,10.215.173.1,7100,189.150.75.228,7100,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,2496,78,64,2,2026-09-15T17:56:08.282-06:00,2026-09-15T17:56:38.869-06:00
17,10.215.173.1,7100,201.114.27.124,7100,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,2457,117,63,3,2026-09-15T17:56:08.284-06:00,2026-09-15T17:56:38.867-06:00
17,10.215.173.1,7100,189.169.116.134,30764,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,117,117,3,3,2026-09-15T17:56:08.286-06:00,2026-09-15T17:56:30.823-06:00
17,10.215.173.1,7100,181.46.185.161,43152,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,234,234,6,6,2026-09-15T17:56:08.288-06:00,2026-09-15T17:56:35.039-06:00
17,10.215.173.1,7100,187.200.131.38,7116,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,195,0,5,0,2026-09-15T17:56:08.290-06:00,2026-09-15T17:56:38.484-06:00
17,10.215.173.1,7100,73.250.31.229,7104,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,195,0,5,0,2026-09-15T17:56:08.291-06:00,2026-09-15T17:56:38.486-06:00
17,10.215.173.1,7100,187.189.72.78,7899,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,117,117,3,3,2026-09-15T17:56:08.293-06:00,2026-09-15T17:56:30.673-06:00
17,10.215.173.1,7100,187.148.102.222,7100,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,117,117,3,3,2026-09-15T17:56:08.294-06:00,2026-09-15T17:56:30.836-06:00
17,10.215.173.1,7100,186.4.58.209,50621,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,234,234,6,6,2026-09-15T17:56:08.296-06:00,2026-09-15T17:56:31.487-06:00
17,10.215.173.1,7100,177.227.205.32,1466,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,16150,2364496,71,1880,2026-09-15T17:56:08.298-06:00,2026-09-15T17:56:32.077-06:00
17,10.215.173.1,7100,128.201.114.74,7115,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:08.299-06:00,2026-09-15T17:56:08.299-06:00
17,10.215.173.1,7100,181.132.110.144,61303,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,195,195,5,5,2026-09-15T17:56:08.301-06:00,2026-09-15T17:56:31.195-06:00
17,10.215.173.1,7100,190.11.171.39,7100,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,17912,46622,186,38,2026-09-15T17:56:08.303-06:00,2026-09-15T17:56:38.867-06:00
17,10.215.173.1,7100,35.151.132.117,14089,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,195,195,5,5,2026-09-15T17:56:08.305-06:00,2026-09-15T17:56:31.186-06:00
17,10.215.173.1,7100,186.7.71.55,7101,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,195,195,5,5,2026-09-15T17:56:08.308-06:00,2026-09-15T17:56:31.530-06:00
17,10.215.173.1,7100,186.121.162.171,20420,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:08.311-06:00,2026-09-15T17:56:08.311-06:00
17,10.215.173.1,7100,187.189.72.232,11657,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,117,117,3,3,2026-09-15T17:56:08.313-06:00,2026-09-15T17:56:30.899-06:00
17,10.215.173.1,7100,181.59.67.36,59409,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,17593,3845025,74,3055,2026-09-15T17:56:08.316-06:00,2026-09-15T17:56:32.077-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,117,39,3,1,2026-09-15T17:56:08.322-06:00,2026-09-15T17:56:19.998-06:00
17,10.215.173.1,7100,187.161.118.212,7100,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,117,156,3,4,2026-09-15T17:56:08.327-06:00,2026-09-15T17:56:30.672-06:00
17,10.215.173.1,7100,177.5.36.198,7100,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,273,312,7,8,2026-09-15T17:56:08.329-06:00,2026-09-15T17:56:31.790-06:00
17,10.215.173.1,7100,166.114.199.110,7100,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,273,312,7,8,2026-09-15T17:56:08.334-06:00,2026-09-15T17:56:32.138-06:00
17,10.215.173.1,7100,45.174.56.14,7100,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:08.339-06:00,2026-09-15T17:56:08.339-06:00
17,10.215.173.1,7100,191.99.69.232,41937,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,195,234,5,6,2026-09-15T17:56:08.340-06:00,2026-09-15T17:56:31.381-06:00
17,10.215.173.1,7100,45.174.56.14,7100,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:11.396-06:00,2026-09-15T17:56:11.396-06:00
17,10.215.173.1,7100,128.201.114.74,7115,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:11.399-06:00,2026-09-15T17:56:11.399-06:00
17,10.215.173.1,7100,186.121.162.171,20420,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,195,234,5,6,2026-09-15T17:56:11.404-06:00,2026-09-15T17:56:34.769-06:00
17,10.215.173.1,7100,209.178.128.102,7100,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:11.924-06:00,2026-09-15T17:56:11.924-06:00
17,10.215.173.1,7100,181.65.66.176,7103,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:11.928-06:00,2026-09-15T17:56:11.928-06:00
17,10.215.173.1,7100,190.217.19.180,7102,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:11.931-06:00,2026-09-15T17:56:11.931-06:00
17,10.215.173.1,7100,45.174.56.14,7100,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:17.405-06:00,2026-09-15T17:56:17.405-06:00
17,10.215.173.1,7100,128.201.114.74,7115,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:17.407-06:00,2026-09-15T17:56:17.407-06:00
17,10.215.173.1,7100,187.190.215.175,7100,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,156,0,4,0,2026-09-15T17:56:18.705-06:00,2026-09-15T17:56:36.928-06:00
17,10.215.173.1,7100,129.222.59.30,51440,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,5407,1551127,20,1233,2026-09-15T17:56:18.708-06:00,2026-09-15T17:56:32.077-06:00
17,10.215.173.1,7100,146.158.246.112,7100,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,195,195,5,5,2026-09-15T17:56:18.710-06:00,2026-09-15T17:56:30.551-06:00
17,10.215.173.1,7100,186.81.58.49,26245,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,156,0,4,0,2026-09-15T17:56:18.712-06:00,2026-09-15T17:56:36.919-06:00
17,10.215.173.1,7100,189.217.208.189,7100,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:18.714-06:00,2026-09-15T17:56:18.714-06:00
17,10.215.173.1,7100,186.77.205.24,23665,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,10018,3828658,36,3042,2026-09-15T17:56:18.716-06:00,2026-09-15T17:56:38.912-06:00
17,10.215.173.1,7100,189.150.169.60,1026,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,156,0,4,0,2026-09-15T17:56:18.718-06:00,2026-09-15T17:56:36.920-06:00
17,10.215.173.1,7100,38.45.248.74,7105,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:18.719-06:00,2026-09-15T17:56:18.719-06:00
17,10.215.173.1,7100,186.80.31.127,4409,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,156,0,4,0,2026-09-15T17:56:18.720-06:00,2026-09-15T17:56:36.928-06:00
17,10.215.173.1,7100,177.226.144.126,65226,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,78,78,2,2,2026-09-15T17:56:18.722-06:00,2026-09-15T17:56:30.050-06:00
17,10.215.173.1,7100,201.162.245.188,3587,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,156,0,4,0,2026-09-15T17:56:18.726-06:00,2026-09-15T17:56:36.928-06:00
17,10.215.173.1,7100,177.245.75.27,1079,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,10018,3938191,36,3129,2026-09-15T17:56:18.728-06:00,2026-09-15T17:56:38.869-06:00
17,10.215.173.1,7100,189.217.207.201,64668,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:18.730-06:00,2026-09-15T17:56:18.730-06:00
17,10.215.173.1,7100,190.113.101.88,34831,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,117,117,3,3,2026-09-15T17:56:18.733-06:00,2026-09-15T17:56:30.426-06:00
17,10.215.173.1,7100,189.28.74.235,26026,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,156,156,4,4,2026-09-15T17:56:18.735-06:00,2026-09-15T17:56:30.620-06:00
17,10.215.173.1,7100,179.6.19.178,18193,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,117,117,3,3,2026-09-15T17:56:18.737-06:00,2026-09-15T17:56:30.285-06:00
17,10.215.173.1,7100,201.229.148.82,57071,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,117,117,3,3,2026-09-15T17:56:18.738-06:00,2026-09-15T17:56:30.295-06:00
17,10.215.173.1,7100,187.188.8.149,3121,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,78,78,2,2,2026-09-15T17:56:18.743-06:00,2026-09-15T17:56:30.106-06:00
17,10.215.173.1,7100,177.225.220.160,41947,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,78,78,2,2,2026-09-15T17:56:18.744-06:00,2026-09-15T17:56:30.086-06:00
17,10.215.173.1,7100,187.184.5.73,7100,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,78,78,2,2,2026-09-15T17:56:18.745-06:00,2026-09-15T17:56:30.092-06:00
17,10.215.173.1,7100,201.127.213.231,7102,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,78,78,2,2,2026-09-15T17:56:18.747-06:00,2026-09-15T17:56:29.914-06:00
17,10.215.173.1,7100,177.246.32.177,13186,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,78,78,2,2,2026-09-15T17:56:18.750-06:00,2026-09-15T17:56:30.123-06:00
17,10.215.173.1,7100,189.168.210.44,7102,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,156,0,4,0,2026-09-15T17:56:18.751-06:00,2026-09-15T17:56:36.919-06:00
17,10.215.173.1,7100,189.219.246.252,12800,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,78,78,2,2,2026-09-15T17:56:18.752-06:00,2026-09-15T17:56:30.069-06:00
17,10.215.173.1,7100,189.150.147.111,20942,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,156,0,4,0,2026-09-15T17:56:18.753-06:00,2026-09-15T17:56:36.928-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:20.121-06:00,2026-09-15T17:56:20.121-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,78,0,2,0,2026-09-15T17:56:20.263-06:00,2026-09-15T17:56:20.403-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:20.527-06:00,2026-09-15T17:56:20.527-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:20.671-06:00,2026-09-15T17:56:20.671-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:20.791-06:00,2026-09-15T17:56:20.791-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:20.914-06:00,2026-09-15T17:56:20.914-06:00
17,10.215.173.1,7100,209.178.128.102,7100,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:21.037-06:00,2026-09-15T17:56:21.037-06:00
17,10.215.173.1,7100,181.65.66.176,7103,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:21.039-06:00,2026-09-15T17:56:21.039-06:00
17,10.215.173.1,7100,190.217.19.180,7102,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:21.041-06:00,2026-09-15T17:56:21.041-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:21.043-06:00,2026-09-15T17:56:21.043-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:21.159-06:00,2026-09-15T17:56:21.159-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:21.283-06:00,2026-09-15T17:56:21.283-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:21.426-06:00,2026-09-15T17:56:21.426-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:21.573-06:00,2026-09-15T17:56:21.573-06:00
17,10.215.173.1,7100,38.45.248.74,7105,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:21.715-06:00,2026-09-15T17:56:21.715-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,78,0,2,0,2026-09-15T17:56:21.719-06:00,2026-09-15T17:56:21.855-06:00
17,10.215.173.1,7100,189.217.208.189,7100,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,117,156,3,4,2026-09-15T17:56:21.722-06:00,2026-09-15T17:56:33.076-06:00
17,10.215.173.1,7100,189.217.207.201,64668,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:21.725-06:00,2026-09-15T17:56:21.725-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:21.981-06:00,2026-09-15T17:56:21.981-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,78,0,2,0,2026-09-15T17:56:22.126-06:00,2026-09-15T17:56:22.267-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:22.413-06:00,2026-09-15T17:56:22.413-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:22.552-06:00,2026-09-15T17:56:22.552-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:22.680-06:00,2026-09-15T17:56:22.680-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:22.801-06:00,2026-09-15T17:56:22.801-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:22.924-06:00,2026-09-15T17:56:22.924-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,78,0,2,0,2026-09-15T17:56:23.067-06:00,2026-09-15T17:56:23.206-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,78,0,2,0,2026-09-15T17:56:23.331-06:00,2026-09-15T17:56:23.455-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:23.577-06:00,2026-09-15T17:56:23.577-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:23.699-06:00,2026-09-15T17:56:23.699-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:23.842-06:00,2026-09-15T17:56:23.842-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:23.990-06:00,2026-09-15T17:56:23.990-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,78,0,2,0,2026-09-15T17:56:24.148-06:00,2026-09-15T17:56:24.269-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,78,0,2,0,2026-09-15T17:56:24.416-06:00,2026-09-15T17:56:24.535-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:24.660-06:00,2026-09-15T17:56:24.660-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:24.784-06:00,2026-09-15T17:56:24.784-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:24.906-06:00,2026-09-15T17:56:24.906-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:25.028-06:00,2026-09-15T17:56:25.028-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:25.168-06:00,2026-09-15T17:56:25.168-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:25.289-06:00,2026-09-15T17:56:25.289-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:25.431-06:00,2026-09-15T17:56:25.431-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:25.577-06:00,2026-09-15T17:56:25.577-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,78,0,2,0,2026-09-15T17:56:25.739-06:00,2026-09-15T17:56:25.860-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:26.004-06:00,2026-09-15T17:56:26.004-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:26.127-06:00,2026-09-15T17:56:26.127-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:26.270-06:00,2026-09-15T17:56:26.270-06:00
17,10.215.173.1,7100,45.174.56.14,7100,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:26.408-06:00,2026-09-15T17:56:26.408-06:00
17,10.215.173.1,7100,128.201.114.74,7115,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:26.409-06:00,2026-09-15T17:56:26.409-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:26.411-06:00,2026-09-15T17:56:26.411-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:26.551-06:00,2026-09-15T17:56:26.551-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,78,0,2,0,2026-09-15T17:56:26.713-06:00,2026-09-15T17:56:26.854-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:26.980-06:00,2026-09-15T17:56:26.980-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:27.108-06:00,2026-09-15T17:56:27.108-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:27.247-06:00,2026-09-15T17:56:27.247-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:27.387-06:00,2026-09-15T17:56:27.387-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:27.512-06:00,2026-09-15T17:56:27.512-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:27.654-06:00,2026-09-15T17:56:27.654-06:00
17,10.215.173.1,7100,38.45.248.74,7105,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:27.796-06:00,2026-09-15T17:56:27.796-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:27.798-06:00,2026-09-15T17:56:27.798-06:00
17,10.215.173.1,7100,189.217.207.201,64668,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:27.800-06:00,2026-09-15T17:56:27.800-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:27.917-06:00,2026-09-15T17:56:27.917-06:00
17,10.215.173.1,37767,10.215.173.2,53,10265,Movie,com.movievn.cinevi,DNS,Cerrado,movievn.j5t2n.com,63,169,1,1,2026-09-15T17:56:27.993-06:00,2026-09-15T17:56:28.036-06:00
6,10.215.173.1,43616,13.249.38.37,80,10265,Movie,com.movievn.cinevi,HTTP,Cerrado,movievn.j5t2n.com,8870,1433839,216,257,2026-09-15T17:56:28.042-06:00,2026-09-15T17:56:28.804-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:28.059-06:00,2026-09-15T17:56:28.059-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:28.201-06:00,2026-09-15T17:56:28.201-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:28.325-06:00,2026-09-15T17:56:28.325-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:28.447-06:00,2026-09-15T17:56:28.447-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:28.569-06:00,2026-09-15T17:56:28.569-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:28.714-06:00,2026-09-15T17:56:28.714-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,78,0,2,0,2026-09-15T17:56:28.857-06:00,2026-09-15T17:56:28.981-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:29.103-06:00,2026-09-15T17:56:29.103-06:00
17,10.215.173.1,7100,187.190.184.226,16420,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,39,39,1,1,2026-09-15T17:56:29.118-06:00,2026-09-15T17:56:29.308-06:00
17,10.215.173.1,7100,45.225.237.3,1640,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,117,0,3,0,2026-09-15T17:56:29.121-06:00,2026-09-15T17:56:38.340-06:00
17,10.215.173.1,7100,189.216.41.171,7100,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,39,78,1,2,2026-09-15T17:56:29.123-06:00,2026-09-15T17:56:29.295-06:00
17,10.215.173.1,7100,187.187.227.151,7100,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,39,39,1,1,2026-09-15T17:56:29.126-06:00,2026-09-15T17:56:29.272-06:00
17,10.215.173.1,7100,187.226.171.156,44243,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,117,0,3,0,2026-09-15T17:56:29.128-06:00,2026-09-15T17:56:38.343-06:00
17,10.215.173.1,7100,187.188.47.107,1117,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,39,39,1,1,2026-09-15T17:56:29.130-06:00,2026-09-15T17:56:29.315-06:00
17,10.215.173.1,7100,179.63.191.20,7100,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,117,0,3,0,2026-09-15T17:56:29.133-06:00,2026-09-15T17:56:38.341-06:00
17,10.215.173.1,7100,154.94.0.226,7107,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,117,0,3,0,2026-09-15T17:56:29.135-06:00,2026-09-15T17:56:38.344-06:00
17,10.215.173.1,7100,45.186.208.80,31798,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,39,39,1,1,2026-09-15T17:56:29.137-06:00,2026-09-15T17:56:29.343-06:00
17,10.215.173.1,7100,130.250.229.152,13746,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,39,39,1,1,2026-09-15T17:56:29.139-06:00,2026-09-15T17:56:29.351-06:00
